object,x,z,area,grade
Continuous asphalt network,250.8221,43.12881,4.44351,0.4000972
Continuous asphalt network,249.9888,45.10383,2.221722,0.4085833
Continuous asphalt network,251.3527,45.12996,0.5554295,0.4141145
Continuous asphalt network,252.1776,45.10049,0.2777337,0.3386652
Continuous asphalt network,251.6713,44.81931,0.2777307,0.4140891
Continuous asphalt network,250.6259,44.48254,1.110843,0.3987778
Continuous asphalt network,253.9907,43.91346,4.44349,0.3499879
Continuous asphalt network,252.0308,42.33746,1.110882,0.3669262
Continuous asphalt network,251.0181,41.77508,1.110865,0.4002289
Continuous asphalt network,252.4064,43.52114,2.22178,0.375756
Continuous asphalt network,247.9481,32.75693,17.77372,0.3904035
Continuous asphalt network,248.6172,39.46665,4.44361,0.401547
Continuous asphalt network,248.9518,42.82153,1.110878,0.4029817
Continuous asphalt network,249.262,44.45643,1.110885,0.423373
Continuous asphalt network,249.3684,41.83401,2.22179,0.401002
Continuous asphalt network,249.4504,37.49162,8.886891,0.4062818
Continuous asphalt network,242.6566,23.96773,17.77382,0.3850707
Continuous asphalt network,238.8187,16.47333,4.443459,0.3811273
Continuous asphalt network,236.8997,12.72614,1.110812,0.3807875
Continuous asphalt network,236.0505,11.03566,0.1388522,0.2841871
Continuous asphalt network,235.83,10.66943,0.1388315,0
Continuous asphalt network,235.4993,10.12012,0.2776871,0
Continuous asphalt network,236.3159,12.03621,0.5554065,0.2759055
Continuous asphalt network,237.6509,15.09348,2.221663,0.3807659
Continuous asphalt network,240.321,21.20803,8.886945,0.3838288
Continuous asphalt network,245.0896,33.60717,8.88676,0.3843786
Continuous asphalt network,247.188,39.8918,2.221743,0.4031649
Continuous asphalt network,248.2372,43.03409,0.5553668,0.4029244
Continuous asphalt network,248.8333,44.58397,0.5553675,0.4233252
Continuous asphalt network,248.225,42.17413,1.110844,0.4028956
Continuous asphalt network,247.1636,38.17183,4.443432,0.3999138
Continuous asphalt network,245.0408,30.1673,17.77372,0.3939812
Continuous asphalt network,230.3098,3.4596,35.54779,0
Continuous asphalt network,220.2985,-14.28887,17.77378,0
Continuous asphalt network,226.2104,-2.229828,17.77376,0
Continuous asphalt network,234.172,12.67394,17.77391,0
Continuous asphalt network,238.0343,21.88828,8.886932,0.3800001
Continuous asphalt network,236.159,14.8896,0.1388582,0.376851
Continuous asphalt network,235.8313,14.55528,0.1388467,0.03564508
Continuous asphalt network,236.3646,15.47611,0.2777172,0.3810636
Continuous asphalt network,236.0753,14.05089,0.1388681,0.2951262
Continuous asphalt network,235.7894,14.13591,0.1388542,0
Continuous asphalt network,236.2601,14.42772,0.2777165,0.3588236
Continuous asphalt network,236.877,16.1873,1.110899,0.3810923
Continuous asphalt network,235.5594,11.82945,0.2776861,0
Continuous asphalt network,235.9498,12.79281,0.06942783,0.03864168
Continuous asphalt network,236.1346,13.16965,0.06941823,0.3811366
Continuous asphalt network,235.8156,12.18503,0.1388498,0.0006339179
Continuous asphalt network,235.2911,10.6139,0.5553671,0
Continuous asphalt network,235.664,12.87784,0.1388521,0
Continuous asphalt network,236.0021,13.31699,0.03471072,0.122729
Continuous asphalt network,236.1659,13.48416,0.03470713,0.3810655
Continuous asphalt network,235.8993,13.02375,0.06943011,0.1094904
Continuous asphalt network,235.4583,12.29133,0.2777162,0
Continuous asphalt network,235.7476,13.71655,0.138848,0
Continuous asphalt network,236.1154,13.71509,0.06943867,0.3256661
Continuous asphalt network,235.9515,13.54792,0.06943458,0.1639156
Continuous asphalt network,235.5629,13.33971,0.2777078,0
Continuous asphalt network,236.3262,16.56702,0.1388448,0.3811982
Continuous asphalt network,236.0299,16.54721,0.03472646,0.2816533
Continuous asphalt network,235.887,16.58972,0.03472022,0
Continuous asphalt network,236.1223,16.73564,0.06943318,0.3454428
Continuous asphalt network,236.511,16.94386,0.2777182,0.3811639
Continuous asphalt network,237.0025,17.44537,0.5554364,0.3811109
Continuous asphalt network,235.9149,15.39399,0.1388483,0.05452616
Continuous asphalt network,236.2426,15.7283,0.1388459,0.3812558
Continuous asphalt network,235.7093,14.80748,0.2777234,0.03208685
Continuous asphalt network,236.0596,16.10659,0.06942734,0.2375673
Continuous asphalt network,235.8661,16.38004,0.03470567,0
Continuous asphalt network,236.009,16.33752,0.03471191,0.281659
Continuous asphalt network,236.2844,16.14765,0.1388533,0.3811924
Continuous asphalt network,235.8138,15.85585,0.2777003,0.08641326
Continuous asphalt network,236.8003,18.36913,1.110888,0.3784712
Continuous asphalt network,236.185,17.36468,0.06940677,0.3811868
Continuous asphalt network,235.9916,17.63814,0.03470923,0.1399826
Continuous asphalt network,236.1345,17.59562,0.03470251,0.3811553
Continuous asphalt network,236.4099,17.40573,0.1388668,0.3811324
Continuous asphalt network,235.9288,17.00912,0.03471512,0.02477888
Continuous asphalt network,236.0717,16.96659,0.03471655,0.3746199
Continuous asphalt network,235.8365,16.82067,0.06942734,0
Continuous asphalt network,235.8992,17.44972,0.06944136,0.07305603
Continuous asphalt network,236.0927,17.17628,0.03471638,0.3810442
Continuous asphalt network,235.9498,17.2188,0.03471494,0.04583835
Continuous asphalt network,236.1258,18.24589,0.06942497,0.3315461
Continuous asphalt network,235.9619,18.07874,0.06943215,0.1819307
Continuous asphalt network,236.0857,18.58167,0.1388476,0.3041571
Continuous asphalt network,236.4517,17.82508,0.1388675,0.3811217
Continuous asphalt network,236.1554,17.80528,0.0347056,0.3811392
Continuous asphalt network,236.0125,17.8478,0.03471232,0.1399729
Continuous asphalt network,236.2478,17.99368,0.06941549,0.3811234
Continuous asphalt network,241.7292,29.42517,4.443486,0.4041291
Continuous asphalt network,243.6603,34.03232,2.221722,0.400742
Continuous asphalt network,242.754,30.84751,2.22172,0.3963385
Continuous asphalt network,245.8773,38.55445,2.221749,0.400349
Continuous asphalt network,247.5819,42.36543,0.5553957,0.4029987
Continuous asphalt network,248.6189,44.64774,0.2776995,0.4233322
Continuous asphalt network,248.0228,43.09786,0.2776991,0.4029298
Continuous asphalt network,246.7592,40.01932,1.110802,0.4032679
Continuous asphalt network,244.673,34.59468,1.110799,0.4351367
Continuous asphalt network,244.9832,36.22961,1.110863,0.3910106
Continuous asphalt network,243.1828,30.71996,1.110839,0.3964096
Continuous asphalt network,244.0891,33.90477,1.11084,0.400813
Continuous asphalt network,240.3698,24.64794,8.887027,0.3956176
Continuous asphalt network,237.6753,16.81344,2.221731,0.3811181
Continuous asphalt network,236.328,12.89618,0.5554474,0.3761379
Continuous asphalt network,235.5054,10.55011,0.2777498,0
Continuous asphalt network,235.9228,12.15315,0.06941386,0.36534
Continuous asphalt network,236.1494,12.94935,0.06941631,0.3811115
Continuous asphalt network,235.881,11.73378,0.1388782,0.03300949
Continuous asphalt network,236.9363,15.30607,1.110891,0.3811622
Continuous asphalt network,238.8918,21.63319,4.443429,0.3831445
Continuous asphalt network,209.1438,-31.6972,35.54791,0
Continuous asphalt network,199.1325,-49.44562,17.77418,0
Continuous asphalt network,205.0444,-37.38659,17.77415,0
Continuous asphalt network,188.5495,-67.02399,17.77397,0
Continuous asphalt network,178.2523,-84.68741,8.887094,0
Continuous asphalt network,184.736,-72.79842,8.88709,0
Continuous asphalt network,194.7473,-55.04999,17.77395,0
Continuous asphalt network,204.1868,-37.1315,8.886804,0
Continuous asphalt network,198.2749,-49.19053,8.886815,0
Continuous asphalt network,214.7698,-19.55313,35.54795,0
Continuous asphalt network,223.9236,-1.549581,17.77386,0
Continuous asphalt network,218.5834,-13.77869,17.77388,0
Continuous asphalt network,232.0281,13.31164,8.886955,0
Continuous asphalt network,235.3893,20.08422,1.110908,0
Continuous asphalt network,236.4621,22.35592,0.5554304,0.3246384
Continuous asphalt network,235.9076,20.57776,0.06942699,0.02476135
Continuous asphalt network,236.1102,20.94928,0.06941883,0.4787178
Continuous asphalt network,235.7466,19.97796,0.1388656,0
Continuous asphalt network,236.0985,21.38458,0.1388624,0.3297722
Continuous asphalt network,235.8959,21.01306,0.1388629,0.06945737
Continuous asphalt network,238.083,25.32817,1.110868,0.3965804
Continuous asphalt network,237.0817,23.0352,0.5554482,0.3959233
Continuous asphalt network,236.3188,21.10314,0.1388648,0.3959503
Continuous asphalt network,235.8538,19.94605,0.06946427,0.1997008
Continuous asphalt network,236.1161,20.73163,0.06946231,0.2244818
Continuous asphalt network,236.6765,22.29214,0.2777302,0.3959386
Continuous asphalt network,233.9349,16.19885,4.443585,0
Continuous asphalt network,240.6573,29.74402,2.221731,0.3972956
Continuous asphalt network,242.5405,33.50184,0.5554771,0.3973691
Continuous asphalt network,243.4821,35.38076,0.1388759,0.3972224
Continuous asphalt network,243.8873,36.12379,0.1388729,0.6121203
Continuous asphalt network,243.0172,34.22364,0.2777416,0.3972953
Continuous asphalt network,241.6106,31.18763,1.110931,0.3973721
Continuous asphalt network,245.3771,38.70326,1.110829,0.4028928
Continuous asphalt network,247.3317,42.43983,0.2777372,0.4029156
Continuous asphalt network,248.5117,44.67963,0.1389101,0.4231583
Continuous asphalt network,247.7727,43.17225,0.1389135,0.402754
Continuous asphalt network,246.259,40.16813,0.5554754,0.4029147
Continuous asphalt network,244.34,36.42093,0.5554077,0.3950264
Continuous asphalt network,243.303,34.13861,0.277714,0.3974899
Continuous asphalt network,243.8991,35.68849,0.277709,0.4052661
Continuous asphalt network,241.825,31.12386,0.555423,0.3973081
Continuous asphalt network,242.8263,33.41679,0.277711,0.3973025
Continuous asphalt network,243.7919,35.72037,0.138862,0.405009
Continuous asphalt network,243.1958,34.17049,0.1388645,0.3972309
Continuous asphalt network,238.6547,25.15812,4.443484,0.3873476
Continuous asphalt network,234.3636,16.07131,2.221777,0
Continuous asphalt network,235.8656,19.51074,0.2777227,0.01798617
Continuous asphalt network,236.1994,20.27505,0.2776844,0.408798
Continuous asphalt network,236.7,21.42154,0.555375,0.4085594
Continuous asphalt network,237.7013,23.71451,1.110894,0.4327909
Continuous asphalt network,228.0229,4.139816,17.77397,0
Continuous asphalt network,219.4409,-14.03378,8.887161,0
Continuous asphalt network,224.7811,-1.804667,8.887153,0
Continuous asphalt network,162.483,10.06026,30.66823,0.04292548
Continuous asphalt network,174.1206,3.053172,1.945521,0.07268501
Continuous asphalt network,143.2366,10.09359,24.23434,0.0329501
Continuous asphalt network,72.60273,-11.63885,35.77028,0
Continuous asphalt network,65.60966,-23.33452,35.77029,0
Continuous asphalt network,74.09652,-4.593755,71.54128,0
Continuous asphalt network,-87.50163,160.1752,70.64112,0
Continuous asphalt network,-68.7925,166.368,35.32032,0
Continuous asphalt network,-80.20718,160.9116,35.32022,0
Continuous asphalt network,259.087,56.49939,4.054061,0.3192484
Continuous asphalt network,260.6914,57.5841,4.054146,0.2934069
Continuous asphalt network,259.4411,53.93121,2.026939,0.316973
Continuous asphalt network,258.9409,52.47006,2.026956,0.3299797
Continuous asphalt network,258.5869,55.03823,4.053977,0.3148535
Continuous asphalt network,257.3786,58.71343,4.053986,0.290714
Continuous asphalt network,256.7745,60.55103,4.053924,0.2946111
Continuous asphalt network,260.0873,59.4217,4.054048,0.2906872
Continuous asphalt network,258.4829,58.33699,4.053963,0.3165414
Continuous asphalt network,277.5509,42.55624,2.619042,0.01656334
Continuous asphalt network,277.3394,44.55383,0.6548229,0.05161297
Continuous asphalt network,277.2466,45.77432,0.3273863,0.112544
Continuous asphalt network,277.5358,45.10688,0.3273919,0.04547289
Continuous asphalt network,277.9437,43.66232,1.309558,0.02555751
Continuous asphalt network,278.7595,40.77325,5.238115,0.01728831
Continuous asphalt network,275.3712,44.56807,0.6547712,0.2962805
Continuous asphalt network,276.3294,44.11757,0.3273557,0.0864996
Continuous asphalt network,275.6734,44.12231,0.3273956,0.30476
Continuous asphalt network,274.3742,44.3535,1.309564,0.3077945
Continuous asphalt network,276.4071,45.4477,0.3273845,0.1132308
Continuous asphalt network,275.751,45.45243,0.3273863,0.2799485
Continuous asphalt network,276.761,45.88871,0.6547095,0.1132327
Continuous asphalt network,276.6833,44.55858,0.6547812,0.05907065
Continuous asphalt network,275.7251,45.00906,0.3273712,0.2799546
Continuous asphalt network,276.3812,45.00433,0.3273694,0.1132369
Continuous asphalt network,276.2517,42.78743,0.327329,0.03736378
Continuous asphalt network,275.5957,42.79218,0.3273571,0.33097
Continuous asphalt network,276.6057,43.22841,0.6547712,0.01393496
Continuous asphalt network,276.528,41.89828,0.6547515,0.03560694
Continuous asphalt network,275.5698,42.3488,0.327425,0.330968
Continuous asphalt network,276.2259,42.34406,0.3273969,0.03735843
Continuous asphalt network,274.3224,43.46674,1.309564,0.2960819
Continuous asphalt network,275.6475,43.67892,0.3274111,0.296918
Continuous asphalt network,276.3035,43.67418,0.3273711,0.03327698
Continuous asphalt network,275.2935,43.23792,0.6547421,0.3162618
Continuous asphalt network,271.1974,46.15074,5.238069,0.3167409
Continuous asphalt network,268.6767,47.94322,5.238109,0.3251829
Continuous asphalt network,272.8505,46.36055,5.238077,0.311898
Continuous asphalt network,274.9892,46.45598,1.309562,0.3084878
Continuous asphalt network,276.1308,46.33682,0.163715,0.07158484
Continuous asphalt network,275.8648,46.69919,0.08185746,0.2669918
Continuous asphalt network,276.1076,46.64197,0.08186421,0.188051
Continuous asphalt network,276.5441,46.38927,0.3273578,0.113237
Continuous asphalt network,275.6194,46.00786,0.6548161,0.2705547
Continuous asphalt network,274.1108,45.46431,2.619071,0.306985
Continuous asphalt network,280.8054,42.08917,10.47652,0.01705029
Continuous asphalt network,278.9666,44.32028,2.619024,0.02669241
Continuous asphalt network,278.0472,45.43584,0.6547752,0.04580935
Continuous asphalt network,277.758,46.10328,0.6547641,0.1112783
Continuous asphalt network,278.8738,45.54075,1.309558,0.04580885
Continuous asphalt network,280.6198,44.53012,5.238167,0.03451008
Continuous asphalt network,284.1116,42.50883,20.95253,0.02837184
Continuous asphalt network,290.8956,12.94554,1.523166,0.05527283
Continuous asphalt network,292.4256,12.40135,0.761665,0.00322697
Continuous asphalt network,291.3981,12.32432,0.7616366,0.05858209
Continuous asphalt network,289.3488,12.50018,3.046363,0.06092797
Continuous asphalt network,292.4591,14.38051,0.761579,0.002151775
Continuous asphalt network,291.4316,14.30349,0.7615631,0.05226678
Continuous asphalt network,292.984,15.07871,1.52318,0.001476023
Continuous asphalt network,292.9505,13.09959,1.523189,0.002611178
Continuous asphalt network,291.4205,13.64377,0.7616354,0.05226665
Continuous asphalt network,292.4479,13.72079,0.7616514,0.002151769
Continuous asphalt network,292.3921,10.42219,0.7616023,0.06666941
Continuous asphalt network,291.3646,10.34519,0.7616025,0.1237864
Continuous asphalt network,292.917,11.12044,1.523273,0.0597476
Continuous asphalt network,292.8835,9.141246,1.523221,0.06505912
Continuous asphalt network,291.3535,9.685471,0.7616277,0.1237941
Continuous asphalt network,292.3809,9.762471,0.7616276,0.06668283
Continuous asphalt network,289.3264,11.18076,3.046406,0.1196636
Continuous asphalt network,291.387,11.6646,0.7615677,0.08671077
Continuous asphalt network,292.4145,11.74163,0.7615963,0.06923641
Continuous asphalt network,290.8621,10.9664,1.523234,0.1309081
Continuous asphalt network,262.6138,-51.94532,5.062589,0.07041968
Continuous asphalt network,260.3854,-51.90267,1.265632,0.07218026
Continuous asphalt network,259.2266,-51.62807,1.265634,0.0864925
Continuous asphalt network,260.7865,-51.02685,2.531292,0.06745835
Continuous asphalt network,263.416,-50.19368,10.125,0.06928631
Continuous asphalt network,266.1792,-46.96499,5.062623,0.0573341
Continuous asphalt network,268.0511,-44.98138,1.265609,0.0643953
Continuous asphalt network,268.8645,-44.08192,0.1582017,0.1436315
Continuous asphalt network,269.0873,-43.77066,0.07910333,0.2567783
Continuous asphalt network,269.1319,-44.02394,0.07910822,0.1289796
Continuous asphalt network,269.5775,-43.40138,0.1581991,0.2567738
Continuous asphalt network,269.4494,-43.85645,0.03954205,0.2568262
Continuous asphalt network,269.3492,-44.07541,0.03954379,0.1289614
Continuous asphalt network,269.3547,-43.71267,0.07909957,0.2567738
Continuous asphalt network,268.831,-44.68078,0.6328131,0.07689669
Continuous asphalt network,267.7391,-46.36377,2.531271,0.06220533
Continuous asphalt network,265.5553,-49.72976,10.12523,0.06293614
Continuous asphalt network,316.5687,-115.2845,0.590343,0.1544665
